"Name","DefenseValue","BuildingClass","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildCost","TownHallLevel","MaxStoredResource","Bunker","HousingSpace","ProducesResource","ResourcePerHour","ResourceMax","UnitProduction","UpgradesUnits","Hitpoints","RegenTime","AttackRange","AttackSpeed","Damage","AirTargets","GroundTargets","MinAttackRange","DamageRadius","DamageSpread","PushBack","CanNotSellLast","DestructionXP","Locked","Hidden","TriggerRadius","ForgesSpells","CreatesArtifacts","ArtifactType","ArtifactCapacity","DeepseaResourceReward","DeepseaCommonArtifactChance","DeepseaRareArtifactChance","DeepseaEpicArtifactChance","DeepseaRandomFactor","DeepseaPrice","IsMapRoom","StartingEnergy","MaxEnergy","EnergyGain","IsVault","IsHeroHouse","LandingBoats","CanNotMove","IsGlobalBuilding","ExplorableRegions","ReloadTime","ShotsBeforeReload","ResourceProtectionPercent","DamageOverFiveSeconds","CountersArmored","XpGain","TID","InfoTID","SubtitleTID","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ModelName","TextureName","MeshName","Width","Height","Icon","ExportNameBuildAnim","DestroyEffect","AttackEffect","AttackEffect2","AttackEffect3","HitEffect","Projectile","ExportNameDamaged","BuildingW","BuildingH","ExportNameBase","ExportNameBaseNpc","PickUpEffect","PlacingEffect","DefenderCharacter","DefenderCount","DefenderZ","ExportNameTriggered","AppearEffect","MissEffect","VillagerProbability","BuildingReadyEffect","ExportNameBoss","ProjSkewing","ProjYScaling"
,,,1,18,0,0,"1200000,910000,330000",15,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,42,9999,3,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,2,6,0,0,"1710000,1530000,670000",16,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,44,9999,3,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,2,12,0,0,"2450000,2020000,1280000",17,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,46,9999,3,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,2,18,0,0,"3030000,2760000,1810000",18,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,49,9999,3,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,2,22,0,0,"3400000,3300000,2630000",19,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,9999,3,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
"Barrels",,"Npc",,,5,0,"30,30,30",1,,,,,,,,,320,5,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,"TID_AI_HUT","TID_AI_HUT_INFO","TID_AI_HUT_SUBTITLE","sc/in-game.sc","npc_barrels",,"generic_construction_state3",,,,2,2,,"upgrade_state","Empire Bunker Destroyed",,,,,,"gen_destroyed_2",2,2,"reef_b_base_barrels",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
"Boat",,"Army",0,0,0,3,"150,0,0",1,,,5,,,,5,,0,0,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"false",1,"TID_BUILDING_LANDING_SHIP","TID_BUILDING_LANDING_SHIP_INFO","TID_BUILDING_LANDING_SHIP_SUBTITLE","sc/in-game.sc","boat_lvl1",,"empty_state","model/landing_ship.sbm:7","model/landing_ship.pvr","landing_boat_lvl1Mesh",3,3,,"empty_state","Building Destroyed",,,,,,"gen_destructed_state5",2,2,"empty_state",,"Water Craft Pickup","Water Craft Placing",,,,,,,10,"Landingcraft Ready",,-1,-1
,,,0,0,2,0,"250,0,0",1,,,6,,,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"boat_lvl2",,,,"model/landing_ship.pvr","landing_boat_lvl2Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,0,45,0,"3200,0,0",3,,,7,,,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,"boat_lvl3",,,,"model/landing_ship.pvr","landing_boat_lvl3Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,1,30,0,"9400,0,0",4,,,8,,,,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,"boat_lvl4",,,,"model/landing_ship.pvr","landing_boat_lvl4Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,2,0,0,"18300,0,0",5,,,9,,,,9,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,"boat_lvl4",,,,"model/landing_ship.pvr","landing_boat_lvl4Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,2,30,0,"24400,4300,0",6,,,10,,,,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,"boat_lvl4",,,,"model/landing_ship.pvr","landing_boat_lvl4Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,3,0,0,"37000,7400,0",7,,,11,,,,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,"boat_lvl4",,,,"model/landing_ship.pvr","landing_boat_lvl4Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,4,0,0,"62000,13500,0",8,,,12,,,,12,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,"boat_lvl4",,,,"model/landing_ship.pvr","landing_boat_lvl4Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,5,0,0,"97000,23100,6200",9,,,13,,,,13,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,"boat_lvl4",,,,"model/landing_ship.pvr","landing_boat_lvl4Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,7,0,0,"154000,39000,12500",10,,,14,,,,14,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,"boat_lvl10",,,,"model/landing_ship.pvr","landing_boat_lvl10Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,8,0,0,"212000,77000,22100",11,,,15,,,,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,"boat_lvl10",,,,"model/landing_ship.pvr","landing_boat_lvl10Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,8,0,0,"320000,151000,40000",12,,,16,,,,16,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,"boat_lvl10",,,,"model/landing_ship.pvr","landing_boat_lvl10Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,12,0,0,"460000,276000,79000",13,,,17,,,,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,"boat_lvl10",,,,"model/landing_ship.pvr","landing_boat_lvl10Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,16,0,0,"640000,560000,155000",14,,,18,,,,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"boat_lvl10",,,,"model/landing_ship.pvr","landing_boat_lvl10Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,0,22,0,0,"1120000,850000,310000",15,,,19,,,,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,"boat_lvl15",,,,"model/landing_ship_3.pvr","landing_boat_lvl15Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,1,6,0,0,"1590000,1430000,620000",16,,,20,,,,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,"boat_lvl15",,,,,"landing_boat_lvl15Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,1,10,0,0,"2290000,1890000,1200000",17,,,21,,,,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,"boat_lvl15",,,,,"landing_boat_lvl15Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,1,12,0,0,"2830000,2580000,1690000",18,,,22,,,,22,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"boat_lvl15",,,,,"landing_boat_lvl15Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,1,14,0,0,"3200000,3130000,2460000",19,,,23,,,,23,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,"boat_lvl15",,,,,"landing_boat_lvl15Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
,,,1,20,0,0,"3600000,3600000,3600000",20,,,24,,,,24,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,"boat_lvl20",,,,,"landing_boat_lvl20Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Landingcraft Ready",,,
"Laboratory",,"Army",0,0,45,0,"2600,0,0",4,,,,,,,,"true",1200,9,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",8,"TID_BUILDING_LABORATORY","TID_LABORATORY_INFO","TID_LABORATORY_SUBTITLE","sc/in-game.sc","laboratory_lvl1",,"gen_build_4",,,,4,4,,"gen_construction_4","Building Destroyed",,,,,,"gen_destroyed_4",3,3,"laboratory_base",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,,,0,2,0,0,"10000,0,0",5,,,,,,,,,1300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,"laboratory_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,3,30,0,"19800,3500,0",6,,,,,,,,,1400,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,"laboratory_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,4,0,0,"29400,5900,0",7,,,,,,,,,1500,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,"laboratory_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,5,0,0,"49000,10700,0",8,,,,,,,,,1600,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,"laboratory_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,7,0,0,"76000,18000,4800",9,,,,,,,,,1700,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,"laboratory_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,8,0,0,"118000,29700,9600",10,,,,,,,,,1900,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,"laboratory_lvl7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,10,0,0,"161000,58000,16800",11,,,,,,,,,2100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,"laboratory_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,10,0,0,"174000,63000,18200",11,,,,,,,,,2300,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,"laboratory_lvl9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,12,0,0,"261000,123000,32000",12,,,,,,,,,2500,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,"laboratory_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,16,0,0,"370000,222000,63000",13,,,,,,,,,2700,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"laboratory_lvl11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,0,0,0,"550000,480000,132000",14,,,,,,,,,2900,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,"laboratory_lvl12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,2,0,0,"590000,510000,142000",14,,,,,,,,,3200,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,"laboratory_lvl13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,12,0,0,"1010000,770000,280000",15,,,,,,,,,3500,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"laboratory_lvl14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,22,0,0,"1420000,1270000,560000",16,,,,,,,,,3800,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,"laboratory_lvl15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,0,0,0,"1520000,1360000,600000",16,,,,,,,,,4100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,"laboratory_lvl16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,6,0,0,"2150000,1780000,1130000",17,,,,,,,,,4500,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,"laboratory_lvl17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,8,0,0,"2630000,2400000,1580000",18,,,,,,,,,4900,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,"laboratory_lvl18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,12,0,0,"2960000,2880000,2260000",19,,,,,,,,,5300,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,"laboratory_lvl19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,18,0,0,"3300000,3300000,3300000",20,,,,,,,,,5800,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,"laboratory_lvl20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Wall",0,"Wall",,,0,0,0,3,,,,,,,,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,"TID_BUILDING_WALL","TID_WALL_INFO","TID_WALL_SUBTITLE","sc/in-game.sc","wall_lvl1",,"construction_state",,,,1,1,,"empty_state","Building Destroyed",,,,,,"empty_state",,,,,"Building Pickup","Building Placing",,,,,,,0,"Building Ready",,-1,-1
"Guard Tower",29,"Defense",0,0,0,3,"100,0,0",1,,,,,,,,,1700,7,1200,1400,40,"false","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",1,"TID_GUARD_TOWER","TID_GUARD_TOWER_INFO","TID_GUARD_TOWER_SUBTITLE","sc/in-game.sc","tower_turret_lvl1",,"gen_build_3",,,,3,3,,"gen_construction_3","Building Destroyed Wooden","Muzzle Flash Tower",,,"Generic Hit","Tower Ammo","gen_destroyed_3",2,2,"reef_b_base_guard_tower",,"Building Pickup","Building Placing","Rifleman",1,240,,,,10,"Building Ready",,-1,-1
,32,,0,0,5,0,"200,0,0",1,,,,,,,,,1850,8,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"tower_turret_lvl2",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,1,,,,,,"Building Ready",,,
,34,,0,0,20,0,"760,0,0",2,,,,,,,,,2010,8,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,"tower_turret_lvl2",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,1,,,,,,"Building Ready",,,
,38,,0,1,0,0,"2070,0,0",3,,,,,,,,,2190,9,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,"tower_turret_lvl4",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,1,,,,,,"Building Ready",,,
,41,,0,1,15,0,"4700,0,0",4,,,,,,,,,2380,9,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,"tower_turret_lvl4",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,2,,,,,,"Building Ready",,,
,45,,0,1,45,0,"9300,0,0",5,,,,,,,,,2600,10,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,"tower_turret_lvl4",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,2,,,,,,"Building Ready",,,
,49,,0,2,15,0,"12500,2200,0",6,,,,,,,,,2800,10,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,2,,,,,,"Building Ready",,,
,53,,0,2,30,0,"19100,3800,0",7,,,,,,,,,3100,11,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,2,,,,,,"Building Ready",,,
,58,,0,3,30,0,"32000,7100,0",8,,,,,,,,,3300,11,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,2,,,,,,"Building Ready",,,
,63,,0,4,0,0,"52000,12300,3300",9,,,,,,,,,3600,12,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,2,,,,,,"Building Ready",,,
,69,,0,6,0,0,"83000,20800,6700",10,,,,,,,,,4000,12,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,75,,0,7,0,0,"115000,42000,12000",11,,,,,,,,,4300,13,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,82,,0,8,0,0,"177000,83000,21800",12,,,,,,,,,4700,13,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,89,,0,10,0,0,"255000,153000,44000",13,,,,,,,,,5100,14,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,97,,0,16,0,0,"360000,315000,87000",14,,,,,,,,,5500,14,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,106,,0,22,0,0,"630000,480000,175000",15,,,,,,,,,6000,15,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,115,,1,4,0,0,"910000,810000,360000",16,,,,,,,,,6600,15,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,126,,1,8,0,0,"1320000,1090000,690000",17,,,,,,,,,7100,16,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,137,,1,12,0,0,"1650000,1500000,990000",18,,,,,,,,,7800,16,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,3,,,,,,"Building Ready",,,
,149,,1,18,0,0,"2100000,2100000,2090000",20,,,,,,,,,8400,17,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,"tower_turret_lvl7",,,,,,,,,,,"Muzzle Flash Tower",,,,,,,,,,,,,4,,,,,,"Building Ready",,,
"Mortar",39,"Defense",0,0,30,0,"1180,0,0",3,,,,,,,,,2000,10,1200,5000,13,"false","true",400,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",7,"TID_BUILDING_MORTAR","TID_MORTAR_INFO","TID_MORTAR_SUBTITLE","sc/in-game.sc","mortar_lvl1",,"gen_build_3",,,,3,3,,"gen_construction_3","Building Destroyed Metal","Mortar Attack",,,"Reef Mortar Hit","Mortar Ammo","gen_destroyed_3",2,2,"reef_b_base_mortar",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,44,,0,1,0,0,"2360,0,0",3,,,,,,,,,2180,11,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,"mortar_lvl2",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,49,,0,1,45,0,"5900,0,0",4,,,,,,,,,2370,11,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,"mortar_lvl2",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,55,,0,2,15,0,"11500,0,0",5,,,,,,,,,2600,12,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,"mortar_lvl3",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,61,,0,2,45,0,"15500,2730,0",6,,,,,,,,,2800,12,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,"mortar_lvl3",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,69,,0,3,15,0,"23500,4700,0",7,,,,,,,,,3000,13,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,77,,0,4,0,0,"40000,8700,0",8,,,,,,,,,3300,13,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,86,,0,6,0,0,"63000,15000,4000",9,,,,,,,,,3600,14,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,97,,0,7,0,0,"101000,25200,8200",10,,,,,,,,,3900,14,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,108,,0,8,0,0,"140000,50000,14600",11,,,,,,,,,4300,15,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,121,,0,10,0,0,"217000,102000,26700",12,,,,,,,,,4600,15,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,136,,0,14,0,0,"320000,191000,54000",13,,,,,,,,,5100,16,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,152,,0,20,0,0,"460000,400000,110000",14,,,,,,,,,5500,16,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,170,,1,4,0,0,"810000,610000,224000",15,,,,,,,,,6000,17,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,191,,1,14,0,0,"1180000,1050000,460000",16,,,,,,,,,6500,17,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,213,,1,18,0,0,"1720000,1420000,900000",17,,,,,,,,,7100,18,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,239,,1,22,0,0,"2170000,1980000,1300000",18,,,,,,,,,7700,18,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,268,,2,2,0,0,"2520000,2450000,1920000",19,,,,,,,,,8400,19,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,300,,2,10,0,0,"2880000,2880000,2870000",20,,,,,,,,,9100,19,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
,336,,2,12,0,0,"2960000,2970000,2950000",20,,,,,,,,,9900,20,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,"mortar_lvl0",,,,,,,,,,,"Mortar Attack",,,,,,,,,,,,,,,,,,,"Building Ready",,,
